"","subject","activity","domain","dimension","component","instrument","jerk","magnitude","statistic","count","mean_value"
"3917","10","walking_upstairs","frequency",NA,"body","accelerometer","NA","magnitude","mean",47,-0.166866721574468
"3918","10","walking_upstairs","frequency",NA,"body","accelerometer","NA","magnitude","std",47,-0.361437534680851
"3919","10","walking_upstairs","frequency",NA,"body","accelerometer","jerk","magnitude","mean",47,-0.153553147382979
"3920","10","walking_upstairs","frequency",NA,"body","accelerometer","jerk","magnitude","std",47,-0.334365043829787
"3921","10","walking_upstairs","time","X","NA","gyroscope","NA","NA","mean",47,0.0733447168425532
"3922","10","walking_upstairs","time","X","NA","gyroscope","NA","NA","std",47,-0.308534708121277
"3923","10","walking_upstairs","time","X","NA","gyroscope","jerk","NA","mean",47,-0.157212539189362
"3924","10","walking_upstairs","time","X","NA","gyroscope","jerk","NA","std",47,-0.427291343617021
"3925","10","walking_upstairs","time","X","body","accelerometer","NA","NA","mean",47,0.267121853404255
"3926","10","walking_upstairs","time","X","body","accelerometer","NA","NA","std",47,-0.161591924234043
"3927","10","walking_upstairs","time","X","body","accelerometer","jerk","NA","mean",47,0.0648829303510638
"3928","10","walking_upstairs","time","X","body","accelerometer","jerk","NA","std",47,-0.187220175510638
"3929","10","walking_upstairs","time","X","gravity","accelerometer","NA","NA","mean",47,0.931861027446809
"3930","10","walking_upstairs","time","X","gravity","accelerometer","NA","NA","std",47,-0.959216072340425
"3931","10","walking_upstairs","time","Y","NA","gyroscope","NA","NA","mean",47,-0.0954600216446809
"3932","10","walking_upstairs","time","Y","NA","gyroscope","NA","NA","std",47,0.0411724668680851
"3933","10","walking_upstairs","time","Y","NA","gyroscope","jerk","NA","mean",47,-0.0372348522521277
"3934","10","walking_upstairs","time","Y","NA","gyroscope","jerk","NA","std",47,-0.60462905787234
"3935","10","walking_upstairs","time","Y","body","accelerometer","NA","NA","mean",47,-0.0143854920340426
"3936","10","walking_upstairs","time","Y","body","accelerometer","NA","NA","std",47,-0.00555287692765957
"3937","10","walking_upstairs","time","Y","body","accelerometer","jerk","NA","mean",47,0.0266314282191489
"3938","10","walking_upstairs","time","Y","body","accelerometer","jerk","NA","std",47,-0.177803083425532
"3939","10","walking_upstairs","time","Y","gravity","accelerometer","NA","NA","mean",47,-0.0565670278723404
"3940","10","walking_upstairs","time","Y","gravity","accelerometer","NA","NA","std",47,-0.937039417446809
"3941","10","walking_upstairs","time","Z","NA","gyroscope","NA","NA","mean",47,0.0879664182957447
"3942","10","walking_upstairs","time","Z","NA","gyroscope","NA","NA","std",47,-0.320509332297872
"3943","10","walking_upstairs","time","Z","NA","gyroscope","jerk","NA","mean",47,-0.036502173787234
"3944","10","walking_upstairs","time","Z","NA","gyroscope","jerk","NA","std",47,-0.482244799361702
"3945","10","walking_upstairs","time","Z","body","accelerometer","NA","NA","mean",47,-0.118180420834043
"3946","10","walking_upstairs","time","Z","body","accelerometer","NA","NA","std",47,-0.0738744931340426
"3947","10","walking_upstairs","time","Z","body","accelerometer","jerk","NA","mean",47,-0.0513375831851064
"3948","10","walking_upstairs","time","Z","body","accelerometer","jerk","NA","std",47,-0.607520480212766
"3949","10","walking_upstairs","time","Z","gravity","accelerometer","NA","NA","mean",47,0.0227527702016383
"3950","10","walking_upstairs","time","Z","gravity","accelerometer","NA","NA","std",47,-0.864745838297872
"3951","10","walking_upstairs","time",NA,"NA","gyroscope","NA","magnitude","mean",47,0.0438573846851064
"3952","10","walking_upstairs","time",NA,"NA","gyroscope","NA","magnitude","std",47,-0.113062673542979
"3953","10","walking_upstairs","time",NA,"NA","gyroscope","jerk","magnitude","mean",47,-0.523462968510638
"3954","10","walking_upstairs","time",NA,"NA","gyroscope","jerk","magnitude","std",47,-0.618272355319149
"3955","10","walking_upstairs","time",NA,"body","accelerometer","NA","magnitude","mean",47,-0.0266623294757447
"3956","10","walking_upstairs","time",NA,"body","accelerometer","NA","magnitude","std",47,-0.211537480214383
"3957","10","walking_upstairs","time",NA,"body","accelerometer","jerk","magnitude","mean",47,-0.262038042446809
"3958","10","walking_upstairs","time",NA,"body","accelerometer","jerk","magnitude","std",47,-0.226010197889362
"3959","10","walking_upstairs","time",NA,"gravity","accelerometer","NA","magnitude","mean",47,-0.0266623294757447
"3960","10","walking_upstairs","time",NA,"gravity","accelerometer","NA","magnitude","std",47,-0.211537480214383
"3961","11","laying","frequency","X","NA","gyroscope","NA","NA","mean",57,-0.97618747122807
"3962","11","laying","frequency","X","NA","gyroscope","NA","NA","std",57,-0.982424585438596
"3963","11","laying","frequency","X","body","accelerometer","NA","NA","mean",57,-0.983801365614035
"3964","11","laying","frequency","X","body","accelerometer","NA","NA","std",57,-0.985322211929825
"3965","11","laying","frequency","X","body","accelerometer","jerk","NA","mean",57,-0.984884874385965
"3966","11","laying","frequency","X","body","accelerometer","jerk","NA","std",57,-0.987122678245614
"3967","11","laying","frequency","Y","NA","gyroscope","NA","NA","mean",57,-0.982640271929825
"3968","11","laying","frequency","Y","NA","gyroscope","NA","NA","std",57,-0.982660631754386
"3969","11","laying","frequency","Y","body","accelerometer","NA","NA","mean",57,-0.971403935438596
"3970","11","laying","frequency","Y","body","accelerometer","NA","NA","std",57,-0.973589287368421
"3971","11","laying","frequency","Y","body","accelerometer","jerk","NA","mean",57,-0.973882496666667
"3972","11","laying","frequency","Y","body","accelerometer","jerk","NA","std",57,-0.973486716315789
"3973","11","laying","frequency","Z","NA","gyroscope","NA","NA","mean",57,-0.961434420701754
"3974","11","laying","frequency","Z","NA","gyroscope","NA","NA","std",57,-0.963183902982456
"3975","11","laying","frequency","Z","body","accelerometer","NA","NA","mean",57,-0.973576812807018
"3976","11","laying","frequency","Z","body","accelerometer","NA","NA","std",57,-0.971668077017544
"3977","11","laying","frequency","Z","body","accelerometer","jerk","NA","mean",57,-0.979564844210526
"3978","11","laying","frequency","Z","body","accelerometer","jerk","NA","std",57,-0.983302949122807
"3979","11","laying","frequency",NA,"NA","gyroscope","NA","magnitude","mean",57,-0.967093356491228
"3980","11","laying","frequency",NA,"NA","gyroscope","NA","magnitude","std",57,-0.954849053508772
"3981","11","laying","frequency",NA,"NA","gyroscope","jerk","magnitude","mean",57,-0.985978837192982
"3982","11","laying","frequency",NA,"NA","gyroscope","jerk","magnitude","std",57,-0.983569468245614
"3983","11","laying","frequency",NA,"body","accelerometer","NA","magnitude","mean",57,-0.973994004561404
"3984","11","laying","frequency",NA,"body","accelerometer","NA","magnitude","std",57,-0.976037695614035
"3985","11","laying","frequency",NA,"body","accelerometer","jerk","magnitude","mean",57,-0.976940774561403
"3986","11","laying","frequency",NA,"body","accelerometer","jerk","magnitude","std",57,-0.975126531403509
"3987","11","laying","time","X","NA","gyroscope","NA","NA","mean",57,-0.0191743840136842
"3988","11","laying","time","X","NA","gyroscope","NA","NA","std",57,-0.980836884561403
"3989","11","laying","time","X","NA","gyroscope","jerk","NA","mean",57,-0.102297501877193
"3990","11","laying","time","X","NA","gyroscope","jerk","NA","std",57,-0.981724838421053
"3991","11","laying","time","X","body","accelerometer","NA","NA","mean",57,0.280592970877193
"3992","11","laying","time","X","body","accelerometer","NA","NA","std",57,-0.98477733
"3993","11","laying","time","X","body","accelerometer","jerk","NA","mean",57,0.0766645337017544
"3994","11","laying","time","X","body","accelerometer","jerk","NA","std",57,-0.985259108596491
"3995","11","laying","time","X","gravity","accelerometer","NA","NA","mean",57,-0.134832031403509
"3996","11","laying","time","X","gravity","accelerometer","NA","NA","std",57,-0.97956560245614
"3997","11","laying","time","Y","NA","gyroscope","NA","NA","mean",57,-0.041559989822807
"3998","11","laying","time","Y","NA","gyroscope","NA","NA","std",57,-0.982442644035088
"3999","11","laying","time","Y","NA","gyroscope","jerk","NA","mean",57,-0.0412391429298246
"4000","11","laying","time","Y","NA","gyroscope","jerk","NA","std",57,-0.990845724736842
"4001","11","laying","time","Y","body","accelerometer","NA","NA","mean",57,-0.0176598052315789
"4002","11","laying","time","Y","body","accelerometer","NA","NA","std",57,-0.972196873859649
"4003","11","laying","time","Y","body","accelerometer","jerk","NA","mean",57,0.0122193853629825
"4004","11","laying","time","Y","body","accelerometer","jerk","NA","std",57,-0.972777455263158
"4005","11","laying","time","Y","gravity","accelerometer","NA","NA","mean",57,0.943017941403509
"4006","11","laying","time","Y","gravity","accelerometer","NA","NA","std",57,-0.990765579649123
"4007","11","laying","time","Z","NA","gyroscope","NA","NA","mean",57,0.152019015929825
"4008","11","laying","time","Z","NA","gyroscope","NA","NA","std",57,-0.959897432807018
"4009","11","laying","time","Z","NA","gyroscope","jerk","NA","mean",57,-0.0666957489649123
"4010","11","laying","time","Z","NA","gyroscope","jerk","NA","std",57,-0.986549063333333
"4011","11","laying","time","Z","body","accelerometer","NA","NA","mean",57,-0.108786578070175
"4012","11","laying","time","Z","body","accelerometer","NA","NA","std",57,-0.971311176842105
"4013","11","laying","time","Z","body","accelerometer","jerk","NA","mean",57,0.00277690502070175
"4014","11","laying","time","Z","body","accelerometer","jerk","NA","std",57,-0.982111784210526
"4015","11","laying","time","Z","gravity","accelerometer","NA","NA","mean",57,0.112620189964912
"4016","11","laying","time","Z","gravity","accelerometer","NA","NA","std",57,-0.984192606315789
"4017","11","laying","time",NA,"NA","gyroscope","NA","magnitude","mean",57,-0.952523752105263
"4018","11","laying","time",NA,"NA","gyroscope","NA","magnitude","std",57,-0.954713182807018
"4019","11","laying","time",NA,"NA","gyroscope","jerk","magnitude","mean",57,-0.990641248245614
"4020","11","laying","time",NA,"NA","gyroscope","jerk","magnitude","std",57,-0.984476476666667
"4021","11","laying","time",NA,"body","accelerometer","NA","magnitude","mean",57,-0.980621180175439
"4022","11","laying","time",NA,"body","accelerometer","NA","magnitude","std",57,-0.972891829473684
"4023","11","laying","time",NA,"body","accelerometer","jerk","magnitude","mean",57,-0.983330628421053
"4024","11","laying","time",NA,"body","accelerometer","jerk","magnitude","std",57,-0.976504858596491
"4025","11","laying","time",NA,"gravity","accelerometer","NA","magnitude","mean",57,-0.980621180175439
"4026","11","laying","time",NA,"gravity","accelerometer","NA","magnitude","std",57,-0.972891829473684
"4027","11","sitting","frequency","X","NA","gyroscope","NA","NA","mean",53,-0.985106875471698
"4028","11","sitting","frequency","X","NA","gyroscope","NA","NA","std",53,-0.989189512641509
"4029","11","sitting","frequency","X","body","accelerometer","NA","NA","mean",53,-0.981481454339623
"4030","11","sitting","frequency","X","body","accelerometer","NA","NA","std",53,-0.983389810188679
"4031","11","sitting","frequency","X","body","accelerometer","jerk","NA","mean",53,-0.980831750377358
"4032","11","sitting","frequency","X","body","accelerometer","jerk","NA","std",53,-0.981607942075472
"4033","11","sitting","frequency","Y","NA","gyroscope","NA","NA","mean",53,-0.98263664490566
"4034","11","sitting","frequency","Y","NA","gyroscope","NA","NA","std",53,-0.982137919056604
"4035","11","sitting","frequency","Y","body","accelerometer","NA","NA","mean",53,-0.934503182830189
"4036","11","sitting","frequency","Y","body","accelerometer","NA","NA","std",53,-0.920047161698113
"4037","11","sitting","frequency","Y","body","accelerometer","jerk","NA","mean",53,-0.967454617735849
"4038","11","sitting","frequency","Y","body","accelerometer","jerk","NA","std",53,-0.968421475660377
"4039","11","sitting","frequency","Z","NA","gyroscope","NA","NA","mean",53,-0.954453821132075
"4040","11","sitting","frequency","Z","NA","gyroscope","NA","NA","std",53,-0.956802766792453
"4041","11","sitting","frequency","Z","body","accelerometer","NA","NA","mean",53,-0.972855110377359
"4042","11","sitting","frequency","Z","body","accelerometer","NA","NA","std",53,-0.967884390943396
"4043","11","sitting","frequency","Z","body","accelerometer","jerk","NA","mean",53,-0.981124861320755
"4044","11","sitting","frequency","Z","body","accelerometer","jerk","NA","std",53,-0.984349606792453
"4045","11","sitting","frequency",NA,"NA","gyroscope","NA","magnitude","mean",53,-0.969799951132076
"4046","11","sitting","frequency",NA,"NA","gyroscope","NA","magnitude","std",53,-0.960711241886792
"4047","11","sitting","frequency",NA,"NA","gyroscope","jerk","magnitude","mean",53,-0.987255972641509
"4048","11","sitting","frequency",NA,"NA","gyroscope","jerk","magnitude","std",53,-0.985607229245283
"4049","11","sitting","frequency",NA,"body","accelerometer","NA","magnitude","mean",53,-0.953066009056604
"4050","11","sitting","frequency",NA,"body","accelerometer","NA","magnitude","std",53,-0.948521986037736
"4051","11","sitting","frequency",NA,"body","accelerometer","jerk","magnitude","mean",53,-0.975315331509434
"4052","11","sitting","frequency",NA,"body","accelerometer","jerk","magnitude","std",53,-0.972289134150943
"4053","11","sitting","time","X","NA","gyroscope","NA","NA","mean",53,-0.0399984915849057
"4054","11","sitting","time","X","NA","gyroscope","NA","NA","std",53,-0.988164911509434
"4055","11","sitting","time","X","NA","gyroscope","jerk","NA","mean",53,-0.0948423481320755
"4056","11","sitting","time","X","NA","gyroscope","jerk","NA","std",53,-0.990501518301887
"4057","11","sitting","time","X","body","accelerometer","NA","NA","mean",53,0.276590197358491
"4058","11","sitting","time","X","body","accelerometer","NA","NA","std",53,-0.982796562075472
"4059","11","sitting","time","X","body","accelerometer","jerk","NA","mean",53,0.0761777324716981
"4060","11","sitting","time","X","body","accelerometer","jerk","NA","std",53,-0.980335163584906
"4061","11","sitting","time","X","gravity","accelerometer","NA","NA","mean",53,0.871963798301887
"4062","11","sitting","time","X","gravity","accelerometer","NA","NA","std",53,-0.988069341132075
